epoch,training_loss,training_acc,test_loss,test_acc
6,461.33844,0.715,25420.88,0.7075
6,338.59467,0.76,25706.963,0.6939
6,246.16312,0.785,25605.688,0.7107
6,400.87134,0.765,25982.367,0.6919
6,575.4682,0.705,25655.182,0.7145
6,374.24298,0.73,26003.834,0.687
6,495.2976,0.655,25750.96,0.7011
6,360.04025,0.73,25563.482,0.7019
6,256.55652,0.72,25479.973,0.7128
6,317.87695,0.72,25938.299,0.6991
6,400.95935,0.715,25413.275,0.717
6,278.97723,0.715,25954.396,0.6962
6,550.15204,0.695,25411.395,0.7156
6,308.89307,0.755,25265.355,0.7122
6,320.91003,0.735,25323.014,0.7155
6,407.8362,0.715,25762.967,0.6987
6,264.03598,0.695,25901.365,0.6889
6,244.99374,0.74,25396.814,0.7061
6,291.7055,0.785,25531.453,0.7053
6,324.94147,0.72,25259.494,0.7188
6,404.37717,0.71,25378.52,0.7123
6,316.93286,0.745,25250.29,0.7169
6,393.59595,0.725,25288.656,0.7173
6,319.82718,0.7,25578.31,0.7152
6,321.39096,0.74,25699.898,0.6911
6,435.50043,0.69,25398.238,0.7091
6,330.52295,0.685,25551.805,0.703
6,365.75928,0.715,27115.582,0.6642
6,349.5943,0.675,26172.697,0.698
6,322.37793,0.775,25479.271,0.7145
6,354.51068,0.745,25243.229,0.7133
6,275.3022,0.73,25568.953,0.6885
6,256.04996,0.735,25443.342,0.7121
6,274.62686,0.745,25079.691,0.711
6,309.98187,0.74,25165.658,0.7114
6,305.51193,0.71,25390.629,0.7082
6,440.32828,0.725,25365.945,0.7059
6,280.16214,0.72,25174.438,0.7163
6,446.7085,0.69,25378.504,0.7024
6,329.83792,0.755,25996.787,0.6989
6,304.42462,0.7,25357.463,0.7159
6,264.2085,0.73,25643.871,0.7067
6,268.56204,0.69,26090.281,0.694
6,459.23126,0.7,25680.977,0.6976
6,514.049,0.695,25789.512,0.6784
6,537.08124,0.69,25420.584,0.7067
6,375.38022,0.72,25146.56,0.7031
6,179.1943,0.755,25190.072,0.7052
6,336.25934,0.735,25123.037,0.7076
6,418.41455,0.775,25274.172,0.7014
6,556.72534,0.735,25469.977,0.7117
6,381.5939,0.695,25743.068,0.6839
6,485.2838,0.67,25457.105,0.702
6,316.90674,0.72,25290.188,0.7043
6,779.6847,0.695,25247.48,0.7051
6,560.57983,0.71,25368.826,0.7018
6,412.63724,0.7,25149.443,0.6966
6,269.592,0.75,25138.414,0.7087
6,462.8167,0.67,25189.826,0.7093
6,357.93796,0.72,25183.324,0.7078
6,367.8597,0.71,25485.625,0.6987
6,369.52808,0.79,25236.889,0.7045
6,367.13013,0.68,25149.188,0.7082
6,292.11682,0.745,24911.854,0.7213
6,305.44553,0.715,25176.182,0.707
6,290.45462,0.725,25028.643,0.711
6,317.01944,0.755,25020.521,0.7102
6,520.66895,0.67,25244.258,0.704
6,284.95416,0.725,25367.145,0.6994
6,479.90042,0.705,25246.54,0.7078
6,352.00543,0.72,24965.627,0.7149
6,396.4161,0.755,25195.164,0.7024
6,177.55603,0.77,24991.363,0.7105
6,322.31415,0.755,25191.729,0.7012
6,408.24976,0.695,25220.498,0.7037
6,431.82886,0.73,25159.12,0.7091
6,223.64049,0.73,25141.945,0.7163
6,438.79816,0.72,25146.992,0.7085
6,299.1186,0.76,25428.596,0.7025
6,420.57703,0.705,25157.488,0.7128
6,358.9165,0.715,25382.309,0.7037
6,365.8485,0.755,25359.58,0.7085
6,456.07162,0.69,25631.572,0.6923
6,273.07224,0.75,25128.375,0.7123
6,402.44202,0.73,25313.066,0.7044
6,290.74,0.715,25563.744,0.6982
6,349.427,0.73,25345.535,0.6966
6,502.06305,0.725,25344.363,0.7004
6,510.36365,0.68,25346.375,0.699
6,285.46555,0.725,25166.47,0.7132
6,341.63904,0.7,25407.412,0.7145
6,273.7839,0.74,25266.871,0.7118
6,322.84402,0.78,25250.438,0.7176
6,320.64935,0.805,25412.791,0.7116
6,368.43698,0.785,25324.494,0.7125
6,493.89355,0.705,26092.736,0.6748
6,313.83667,0.695,25574.229,0.7111
6,323.06207,0.77,25293.176,0.71
6,375.7002,0.74,25576.693,0.684
6,342.32736,0.685,25230.979,0.6991
6,258.5802,0.78,25242.512,0.7026
6,335.44183,0.745,25186.988,0.7099
6,164.4775,0.78,25051.547,0.7175
6,325.94363,0.755,25168.014,0.7123
6,366.67303,0.72,25106.232,0.7118
6,243.96317,0.755,25462.072,0.6846
6,422.00885,0.685,25596.145,0.7103
6,264.53033,0.78,25733.55,0.6994
6,594.07263,0.74,25510.107,0.6945
6,428.87,0.715,25345.102,0.7064
6,271.87042,0.74,25258.191,0.716
6,289.03928,0.725,25512.482,0.7002
6,366.40283,0.735,25315.637,0.7124
6,332.6967,0.75,25300.543,0.7101
6,193.24167,0.78,25258.115,0.7179
6,267.93402,0.705,26024.719,0.673
6,554.58356,0.685,25638.154,0.7023
6,325.62048,0.725,25285.67,0.7097
6,312.0771,0.765,25590.17,0.6959
6,290.49487,0.745,25377.342,0.7046
6,288.19946,0.785,25398.666,0.7012
6,342.78522,0.745,25348.1,0.7157
6,369.20572,0.73,26110.404,0.6671
6,415.30008,0.705,26129.865,0.7067
6,533.91705,0.69,25419.938,0.7125
6,279.7523,0.725,25530.572,0.7024
6,437.0999,0.68,25996.488,0.693
6,173.03378,0.76,25446.309,0.7073
6,335.56735,0.75,25354.943,0.7203
6,340.83313,0.745,25566.557,0.7053
6,232.58917,0.78,25318.002,0.7157
6,354.74655,0.735,25659.123,0.7038
6,429.8213,0.695,25463.217,0.7093
6,340.64188,0.755,26109.941,0.6847
6,332.63367,0.705,25906.043,0.7054
6,344.53546,0.695,25349.094,0.7084
6,249.51396,0.775,25335.926,0.7081
6,291.3102,0.805,25374.07,0.7023
6,373.61716,0.725,25229.432,0.7132
6,411.77597,0.705,25249.291,0.7113
6,309.0168,0.77,25868.438,0.6977
6,375.47595,0.725,25546.459,0.7029
6,413.6817,0.725,25554.15,0.6969
6,318.39948,0.78,25525.277,0.6975
6,327.59003,0.765,25311.604,0.7121
6,400.4194,0.775,25427.688,0.7036
6,550.48004,0.69,25614.715,0.7078
6,235.33658,0.78,25291.371,0.7157
6,420.4583,0.69,25607.834,0.6938
6,354.4746,0.73,25577.363,0.7107
6,498.08972,0.715,25923.332,0.6921
6,298.29745,0.705,25754.822,0.6976
6,242.58466,0.785,25639.281,0.7011
6,413.65857,0.675,25940.826,0.6982
6,298.2328,0.73,25516.846,0.7035
6,276.7621,0.73,25392.59,0.7127
6,433.5259,0.765,25415.633,0.7044
6,340.19974,0.745,25413.71,0.7021
6,275.34116,0.765,25328.18,0.713
6,402.24792,0.75,25297.95,0.713
6,371.9375,0.735,25414.523,0.7009
6,258.59366,0.765,25449.016,0.6993
6,394.28162,0.705,25302.258,0.7075
6,450.40182,0.775,25359.605,0.7073
6,385.9452,0.75,25115.14,0.7082
6,158.56725,0.79,25053.076,0.7136
6,444.29877,0.69,25124.797,0.7012
6,431.69122,0.755,24993.018,0.7152
6,546.2195,0.705,25202.297,0.704
6,301.83133,0.74,25241.123,0.7102
6,219.74149,0.765,25405.215,0.7096
6,300.83585,0.795,25056.408,0.7116
6,473.50623,0.735,25001.092,0.7088
6,372.32452,0.735,25032.574,0.715
6,307.22992,0.75,25500.695,0.6889
6,370.75922,0.75,25380.797,0.7118
6,262.36282,0.74,25141.79,0.7103
6,366.25076,0.755,25140.195,0.6898
6,503.49417,0.695,25215.76,0.7036
6,392.74045,0.695,25345.164,0.7
6,348.8961,0.75,25474.943,0.6986
6,463.26575,0.69,25277.672,0.6861
6,258.41318,0.705,25124.266,0.7085
6,241.3341,0.775,25055.738,0.7071
6,467.9754,0.735,25854.7,0.6733
6,212.0559,0.74,24991.117,0.7084
6,282.9041,0.75,24990.826,0.71
6,294.5092,0.765,24944.996,0.701
6,314.45483,0.75,24991.105,0.7075
6,421.01392,0.685,25513.623,0.6831
6,327.54733,0.68,26094.143,0.6897
6,226.53046,0.755,24881.947,0.7089
6,445.9892,0.715,25169.092,0.6993
6,218.54709,0.72,24961.268,0.7003
6,383.40683,0.725,25179.69,0.6858
6,325.5006,0.745,25415.729,0.6901
6,309.11633,0.755,25413.451,0.6935
6,300.98322,0.745,25347.238,0.6885
6,385.90927,0.7,24893.602,0.7063
6,307.42004,0.74,24814.885,0.7088
6,351.5935,0.805,24880.143,0.7094
6,327.43134,0.72,24850.06,0.7138
6,393.19174,0.75,25096.012,0.6972
6,522.0375,0.69,24771.635,0.7082
6,158.25522,0.75,24943.46,0.699
6,526.9465,0.75,24822.322,0.7071
6,364.13925,0.75,25137.45,0.7064
6,265.71344,0.765,24933.08,0.6922
6,331.55215,0.755,25850.854,0.6963
6,371.95944,0.725,25163.838,0.6999
6,510.847,0.715,24864.816,0.7002
6,251.37839,0.71,25017.23,0.695
6,337.0979,0.74,25133.305,0.7033
6,461.75027,0.735,25394.18,0.6892
6,252.92052,0.715,25570.617,0.6953
6,383.85687,0.745,25493.338,0.6939
6,381.69794,0.73,25652.814,0.6971
6,431.96277,0.745,25484.586,0.6897
6,304.71072,0.73,24755.906,0.7086
6,387.15546,0.67,24849.355,0.7033
6,288.49335,0.72,24830.51,0.7151
6,495.3831,0.715,25688.244,0.6726
6,347.82587,0.765,24630.777,0.712
6,332.59863,0.715,24761.418,0.7043
6,569.28955,0.715,25104.352,0.7024
6,398.24414,0.7,24749.416,0.6995
6,224.82028,0.725,24678.912,0.7198
6,280.26016,0.755,24614.527,0.715
6,320.07196,0.815,24632.549,0.7164
6,367.17316,0.715,24641.969,0.7038
6,307.74713,0.73,24577.11,0.7214
6,473.2368,0.745,24786.652,0.7026
6,351.67258,0.71,24930.492,0.6876
6,438.64334,0.655,24832.89,0.7076
6,359.97015,0.74,24508.506,0.7047
6,360.22412,0.745,24796.031,0.6876
6,299.39505,0.72,24584.271,0.717
6,453.30646,0.685,25284.768,0.6948
6,370.357,0.705,25488.145,0.6639
6,230.7143,0.675,26485.992,0.7022
6,285.94482,0.72,25248.639,0.7115
6,415.73175,0.725,24384.525,0.7134
6,401.29996,0.745,24767.688,0.6964
6,462.0894,0.71,24626.197,0.7111
6,401.97528,0.73,24999.252,0.6961
6,413.49353,0.715,24685.04,0.7068
6,407.8741,0.76,24614.746,0.7172
6,185.04068,0.795,24623.4,0.7167
6,346.7962,0.72,24681.166,0.709
6,295.30414,0.75,24477.748,0.7089
6,275.66962,0.755,24416.021,0.7164
6,359.80087,0.795,24547.75,0.7076
6,418.37354,0.75,24701.488,0.7172
6,552.5031,0.675,24511.676,0.7073
6,201.27176,0.78,24377.994,0.719
6,290.62134,0.76,24551.72,0.7062
6,357.06854,0.725,24652.389,0.7066
6,269.26648,0.75,24456.865,0.7111
6,583.933,0.685,24739.467,0.6991
6,411.3364,0.7,24324.16,0.7167
6,449.47418,0.73,24455.594,0.7047
6,385.34222,0.765,24660.156,0.7102
6,167.86877,0.75,24396.54,0.7151
6,392.28284,0.745,24701.682,0.7067
6,360.0313,0.725,24758.375,0.7097
6,434.5533,0.705,24271.146,0.7164
6,345.00714,0.745,24604.541,0.7018
6,288.1112,0.725,24104.004,0.7205
7,223.64084,0.8,25018.4,0.6949
7,383.3911,0.675,24265.926,0.7144
7,368.83774,0.72,24144.67,0.7143
7,237.74127,0.805,24950.723,0.7081
7,437.46466,0.77,24313.125,0.7025
7,343.562,0.745,24308.092,0.7105
7,327.28757,0.75,24379.533,0.7084
7,252.00851,0.745,24369.656,0.7007
7,371.56934,0.755,24352.682,0.7089
7,315.52496,0.735,24760.168,0.6935
7,254.77556,0.72,24919.758,0.6951
7,341.1317,0.735,24312.355,0.7117
7,424.62027,0.725,24755.844,0.6979
7,427.38687,0.72,24583.645,0.6868
7,515.6161,0.65,24118.387,0.7202
7,283.1831,0.785,24220.803,0.7165
7,473.05026,0.745,24339.926,0.7093
7,366.14838,0.715,24443.127,0.6989
7,306.72214,0.705,24890.68,0.7109
7,390.4334,0.705,24115.227,0.713
7,257.05637,0.795,24416.213,0.6975
7,198.75302,0.745,24382.092,0.713
7,249.22655,0.74,24066.045,0.7206
7,330.01392,0.79,24123.82,0.717
7,253.63168,0.755,24210.854,0.7119
7,466.5655,0.65,24292.889,0.7058
7,319.5039,0.725,24257.635,0.7106
7,414.51764,0.735,24303.584,0.7067
7,331.0631,0.735,24712.395,0.6811
7,285.4723,0.735,24336.295,0.7073
7,303.67624,0.775,24175.816,0.7122
7,380.08215,0.76,24137.742,0.716
7,435.27234,0.73,24209.207,0.7126
7,313.28656,0.765,24365.555,0.7034
7,209.62694,0.805,24326.855,0.7121
7,347.0575,0.78,24797.826,0.6921
7,519.80664,0.71,24502.604,0.7133
7,332.90204,0.73,24966.043,0.6812
7,438.43744,0.65,24652.826,0.701
7,312.02185,0.75,24422.387,0.6984
7,234.63345,0.745,24259.334,0.715
7,294.54053,0.71,24851.51,0.6972
7,329.77304,0.725,24124.209,0.7192
7,254.81546,0.74,24386.502,0.7004
7,456.00818,0.72,24146.734,0.7176
7,283.40814,0.765,24072.416,0.7145
7,287.3695,0.765,24165.693,0.7158
7,376.57507,0.71,24590.984,0.7021
7,211.92921,0.69,24756.518,0.685
7,204.72914,0.745,24240.494,0.7087
7,283.01978,0.79,24401.0,0.7103
7,314.1834,0.705,24132.105,0.7222
7,369.25473,0.725,24230.174,0.7154
7,282.09644,0.73,24073.775,0.7176
7,341.75504,0.725,24092.617,0.7188
7,302.80264,0.69,24398.986,0.7185
7,289.92865,0.755,24549.873,0.6921
7,414.94244,0.7,24256.79,0.71
7,312.3567,0.69,24317.363,0.7068
7,340.7881,0.715,25785.94,0.6631
7,299.56232,0.675,24923.178,0.7005
7,311.52405,0.79,24268.021,0.7135
7,326.65982,0.76,24030.697,0.7172
7,248.11882,0.725,24541.656,0.687
7,234.03482,0.73,24238.076,0.7161
7,245.32675,0.76,23901.023,0.7158
7,287.49115,0.73,23995.238,0.7142
7,289.1888,0.705,24198.1,0.7085
7,405.47324,0.735,24123.588,0.7062
7,267.27673,0.725,23938.06,0.7193
7,390.35742,0.705,24217.803,0.7022
7,339.498,0.735,24641.79,0.7009
7,273.06555,0.71,24057.32,0.7207
7,249.91061,0.74,24345.11,0.7105
7,264.7006,0.685,24732.314,0.6975
7,386.89545,0.69,24357.795,0.7026
7,456.39383,0.685,24483.615,0.682
7,493.5625,0.695,24138.926,0.7131
7,355.4372,0.71,23963.508,0.7053
7,165.30551,0.77,23999.957,0.7074
7,307.91034,0.74,23905.266,0.7107
7,413.24557,0.765,24056.977,0.7024
7,438.72705,0.725,24282.312,0.713
7,349.6088,0.7,24642.768,0.6871
7,444.54266,0.665,24210.248,0.7041
7,240.60123,0.73,24124.137,0.7079
7,674.57635,0.69,24023.13,0.7069
7,528.3131,0.705,24174.947,0.7011
7,372.99054,0.705,23993.77,0.6945
7,226.50107,0.765,23929.64,0.7106
7,418.85654,0.685,23955.674,0.7105
7,315.25714,0.74,23935.742,0.7096
7,307.9402,0.745,24365.412,0.6997
7,334.60004,0.77,24180.453,0.7039
7,348.88733,0.675,23964.182,0.7053
7,308.43594,0.74,23699.945,0.7214
7,299.95004,0.7,23864.77,0.7114
7,244.5038,0.735,23810.752,0.7132
7,290.3848,0.765,23771.521,0.713
7,481.1728,0.645,23971.07,0.7031
7,256.48096,0.73,24193.654,0.7001
7,435.17188,0.705,23975.033,0.7064
7,299.6949,0.75,23664.045,0.7187
7,362.73514,0.745,23952.598,0.7027
7,156.21643,0.785,23738.395,0.7126
7,299.9041,0.78,23920.594,0.7021
7,384.4292,0.71,23940.336,0.7039
7,428.1717,0.725,23809.758,0.7114
7,194.91437,0.74,23719.412,0.7199
7,424.1758,0.72,23720.922,0.7126
7,280.97958,0.775,23956.082,0.7045
7,383.7213,0.71,23794.113,0.713
7,344.75912,0.725,23956.8,0.7049
7,319.24347,0.755,23891.258,0.7133
7,424.89996,0.68,24067.285,0.6981
7,241.16339,0.76,23782.342,0.7116
7,380.66922,0.74,23909.76,0.7072
7,270.74652,0.72,24063.77,0.7045
7,300.41272,0.745,23936.643,0.7008
7,477.06152,0.73,24105.393,0.7006
7,477.7991,0.68,23989.486,0.6989
7,275.6501,0.73,23863.805,0.7137
7,321.56348,0.7,24074.504,0.7139
7,242.65286,0.75,23942.955,0.7118
7,309.6707,0.77,23933.63,0.7204
7,304.9433,0.81,24096.584,0.7137
7,350.68762,0.795,24014.844,0.7165
7,482.2281,0.72,24655.59,0.6808
7,286.44604,0.695,24244.975,0.7125
7,284.07007,0.755,24011.744,0.7137
7,308.06458,0.74,24281.281,0.6849
7,334.61377,0.69,24037.307,0.7029
7,204.39182,0.795,24124.4,0.7053
7,301.71112,0.755,24023.408,0.7132
7,133.32896,0.805,23948.865,0.7182
7,291.74594,0.755,24080.6,0.7149
7,312.52173,0.735,24031.2,0.7128
7,241.78967,0.765,24285.994,0.69
7,392.78476,0.71,24225.537,0.7122
7,238.5365,0.79,24452.104,0.7028
7,540.22375,0.73,24284.742,0.6992
7,357.76074,0.715,24217.133,0.7031
7,258.8626,0.74,24156.55,0.7193
7,269.43927,0.705,24248.807,0.7037
7,314.81955,0.745,24236.375,0.7139
7,303.31714,0.76,24234.686,0.7141
7,182.04437,0.785,24074.932,0.7192
7,271.30267,0.7,24735.004,0.6758
7,493.27362,0.685,24350.076,0.7047
7,304.74982,0.73,24042.436,0.7129
7,302.12534,0.77,24284.033,0.6988
7,276.21997,0.725,24320.195,0.7017
7,256.04807,0.785,24271.215,0.7066
7,333.51343,0.73,24185.783,0.7188
7,324.711,0.74,24865.4,0.6742
7,383.2395,0.705,24883.596,0.7104
7,513.6004,0.7,24229.137,0.7144
7,278.664,0.72,24468.006,0.7045
7,383.55817,0.695,24753.031,0.6964
7,152.25081,0.77,24249.643,0.712
7,290.94885,0.75,24260.656,0.7196
7,322.84686,0.735,24423.773,0.7085
7,220.49948,0.785,24127.555,0.717
7,326.12424,0.72,24225.727,0.7125
7,385.36807,0.705,24205.738,0.7133
7,245.66426,0.77,24669.793,0.6888
7,288.91858,0.715,24550.607,0.7051
7,309.9397,0.72,24044.752,0.7109
7,228.73125,0.78,24138.074,0.7078
7,286.76215,0.79,24136.213,0.707
7,346.0042,0.71,23960.037,0.7185
7,387.77686,0.69,24084.748,0.7143
7,282.14673,0.76,24577.334,0.6988
7,365.80212,0.725,24320.137,0.7067
7,385.57123,0.735,24278.69,0.7001
7,285.25626,0.8,24302.295,0.7018
7,290.5408,0.75,24081.148,0.7138
7,393.84744,0.765,24204.223,0.7042
7,485.65497,0.685,24302.68,0.7128
7,201.11194,0.775,23998.803,0.7212
7,399.80725,0.715,24161.14,0.7053
7,321.7213,0.72,24121.754,0.7141
7,435.46936,0.74,24554.885,0.6943
7,267.40198,0.72,24399.014,0.7015
7,224.18124,0.775,24293.465,0.7018
7,388.58948,0.67,24506.076,0.7012
7,276.34705,0.73,24257.46,0.7048
7,257.2008,0.77,24122.271,0.7122
7,397.8872,0.76,24057.164,0.7081
7,320.0885,0.735,24165.469,0.7028
7,279.8708,0.745,24040.764,0.7173
7,372.85303,0.74,24057.863,0.7131
7,316.7387,0.725,24155.57,0.7039
7,240.08652,0.76,24201.55,0.7045
7,371.01892,0.715,24107.615,0.7113
7,413.593,0.765,24104.574,0.7136
7,339.87894,0.755,24061.992,0.7096
7,131.95316,0.785,23999.285,0.7135
7,375.6846,0.705,24006.258,0.7105
7,410.25854,0.75,23887.732,0.7191
7,511.25507,0.705,24175.975,0.7087
7,298.54654,0.76,24210.844,0.7105
7,179.33679,0.78,24362.193,0.7113
7,278.51923,0.785,24069.03,0.7125
7,423.19995,0.74,23961.867,0.7121
7,324.2342,0.755,24087.998,0.7112
7,263.2521,0.77,24399.924,0.6931
7,334.68988,0.75,24133.22,0.7146
7,238.754,0.745,24038.055,0.7128
7,330.89716,0.75,23947.586,0.7049
7,398.37238,0.71,24070.326,0.7125
7,339.7957,0.7,24143.758,0.7081
7,296.05,0.775,24305.992,0.7062
7,419.2173,0.715,24036.64,0.7045
7,228.11816,0.72,24112.31,0.7103
7,198.9057,0.805,24369.307,0.7019
7,436.01245,0.705,24285.945,0.6982
7,200.53261,0.785,24014.73,0.7017
7,244.66052,0.76,24084.514,0.7094
7,255.70738,0.74,23949.422,0.7055
7,306.83868,0.745,23836.094,0.713
7,391.3723,0.69,24270.867,0.6891
7,296.80777,0.69,24476.355,0.701
7,202.61812,0.76,23765.557,0.719
7,403.68823,0.7,24015.543,0.7076
7,201.36179,0.725,24122.15,0.6961
7,363.0495,0.71,23998.426,0.6989
7,305.63165,0.765,24099.043,0.6979
7,297.0451,0.77,23968.627,0.7071
7,269.59985,0.75,24027.473,0.7053
7,331.60123,0.7,23813.121,0.709
7,276.0138,0.72,23727.723,0.7145
7,303.23593,0.815,23807.254,0.7144
7,308.51672,0.72,23790.303,0.7178
7,350.44147,0.75,23902.955,0.7046
7,485.61163,0.71,23702.318,0.7149
7,162.6707,0.73,23787.434,0.7128
7,473.17715,0.755,23735.06,0.7145
7,339.28778,0.77,24058.592,0.7095
7,251.67642,0.77,23762.56,0.7056
7,312.27097,0.76,24409.701,0.6987
7,351.83478,0.765,23895.77,0.7053
7,475.53458,0.735,23691.389,0.7066
7,228.742,0.7,23732.236,0.7032
7,298.57434,0.745,23860.045,0.7074
7,427.8001,0.75,24140.16,0.6961
7,227.67697,0.72,24364.1,0.6998
7,354.70728,0.745,24373.37,0.701
7,343.10638,0.72,24387.77,0.6998
7,388.29144,0.745,24207.67,0.6975
7,283.41974,0.735,23788.086,0.7085
7,362.4052,0.7,23873.834,0.7048
7,246.70699,0.73,23788.738,0.7154
7,465.0573,0.72,24758.992,0.6706
7,306.52148,0.77,23562.074,0.7163
7,253.43199,0.74,23749.219,0.7064
7,517.4403,0.74,24046.863,0.7021
7,384.70398,0.71,23817.875,0.6976
7,207.53812,0.735,23749.701,0.717
7,247.56076,0.77,23622.107,0.7173
7,301.46234,0.81,23654.248,0.7175
7,320.26523,0.715,23558.95,0.7103
7,289.8665,0.735,23501.205,0.7223
7,446.63657,0.74,23925.674,0.706
7,347.81927,0.72,24078.77,0.6872
7,441.15405,0.64,23865.406,0.7129
7,320.7776,0.745,23549.666,0.7104
7,331.90256,0.74,23810.041,0.6911
7,265.5995,0.715,23591.9,0.7214
7,427.02078,0.675,24442.14,0.6948
7,299.42856,0.725,24446.672,0.6679
7,218.25406,0.68,25081.809,0.7082
7,255.44505,0.725,24033.271,0.7142
7,375.4718,0.73,23428.957,0.7137
7,350.20682,0.72,23727.389,0.7034
7,409.89932,0.735,23588.953,0.7135
7,378.18512,0.755,23789.35,0.7069
7,387.9131,0.725,23620.48,0.7112
7,396.11996,0.765,23585.121,0.7198
7,171.99608,0.79,23573.44,0.7191
7,344.60925,0.72,23689.61,0.7106
7,249.28955,0.765,23523.854,0.7114
7,264.07553,0.745,23405.74,0.717
7,351.5934,0.79,23573.246,0.7108
7,371.47034,0.76,23739.242,0.7157
7,466.9555,0.69,23452.04,0.7123
7,186.762,0.79,23330.04,0.7211
7,275.17694,0.78,23462.098,0.7137
7,346.3199,0.725,23604.623,0.7095
7,242.5579,0.755,23521.871,0.7132
7,540.9529,0.7,23761.574,0.7005
7,386.63626,0.705,23356.998,0.7205
7,407.98065,0.73,23474.719,0.7109
7,343.29437,0.745,23767.727,0.7138
7,155.85805,0.77,23442.967,0.7185
7,338.97055,0.735,23792.09,0.7132
7,335.47565,0.73,23841.988,0.71
7,399.04214,0.685,23344.19,0.7166
7,311.46237,0.76,23664.078,0.7054
7,235.41068,0.725,23229.209,0.7237
8,201.79916,0.81,23991.201,0.7013
8,338.04245,0.71,23420.65,0.7159
8,338.64078,0.725,23279.588,0.7153
8,230.59381,0.805,23895.578,0.7116
8,404.89975,0.77,23428.244,0.7061
8,306.13803,0.76,23425.918,0.7133
8,281.83694,0.76,23436.56,0.7147
8,219.3369,0.78,23500.537,0.7025
8,338.28888,0.76,23403.473,0.7132
8,283.1538,0.72,23558.459,0.7056
8,240.78447,0.75,23514.21,0.7053
8,282.558,0.76,23402.062,0.7121
8,400.05783,0.75,23760.516,0.7003
8,384.68466,0.74,23595.746,0.6949
8,482.05792,0.66,23137.129,0.7211
8,258.67612,0.79,23259.611,0.7211
8,440.888,0.74,23419.396,0.7111
8,319.37085,0.73,23477.451,0.7009
8,287.66675,0.71,23773.152,0.707
8,359.21356,0.69,23152.746,0.7249
8,250.18582,0.815,23538.852,0.6925
8,187.64041,0.74,23643.846,0.7093
8,233.23938,0.725,23293.227,0.7129
8,300.51343,0.76,23264.99,0.7164
8,237.47234,0.745,23324.424,0.7139
8,437.0631,0.64,23457.887,0.7061
8,286.0641,0.73,23321.83,0.7157
8,367.91882,0.755,23435.82,0.7098
8,292.8291,0.745,23884.445,0.6825
8,263.7631,0.745,23556.182,0.7089
8,299.21786,0.775,23341.154,0.7134
8,365.1686,0.76,23345.451,0.7144
8,401.6819,0.745,23317.463,0.7168
8,277.925,0.765,23434.934,0.7087
8,201.08069,0.805,23386.814,0.7183
8,312.92377,0.765,23962.383,0.6891
8,470.7157,0.695,23836.441,0.7148
8,304.97668,0.715,24006.668,0.6902
8,408.6313,0.65,23702.69,0.7036
8,246.83914,0.765,23685.146,0.7068
8,231.68942,0.73,23555.742,0.7144
8,261.3078,0.72,24176.94,0.6991
8,275.00677,0.73,23359.459,0.7214
8,243.13576,0.73,23454.865,0.7083
8,409.13794,0.73,23256.145,0.7227
8,258.51666,0.77,23200.152,0.7193
8,253.4123,0.765,23293.773,0.7185
8,370.1306,0.72,23822.691,0.703
8,197.60753,0.7,23844.512,0.6871
8,200.06158,0.76,23295.715,0.7146
8,266.33652,0.8,23418.777,0.7137
8,291.9033,0.71,23186.893,0.7246
8,346.4194,0.73,23325.686,0.7212
8,260.76532,0.74,23260.994,0.721
8,304.62094,0.735,23268.1,0.7233
8,288.32404,0.705,23560.102,0.7192
8,271.63745,0.765,23809.805,0.6941
8,400.65723,0.7,23496.844,0.7134
8,283.50543,0.705,23492.604,0.7122
8,318.85922,0.71,24800.217,0.6671
8,278.81232,0.675,23929.355,0.7047
8,297.44482,0.78,23317.45,0.7179
8,290.84674,0.785,23180.145,0.721
8,235.84418,0.72,23583.178,0.694
8,204.00467,0.725,23222.113,0.721
8,223.99292,0.765,23102.781,0.7172
8,260.9538,0.735,23235.98,0.7145
8,271.9981,0.705,23394.33,0.709
8,389.95956,0.73,23196.912,0.7112
8,259.89386,0.74,23044.877,0.7216
8,359.5037,0.695,23255.96,0.7049
8,342.67517,0.745,23556.627,0.7038
8,245.21439,0.7,23181.76,0.7241
8,224.13815,0.74,23438.94,0.7136
8,265.99127,0.695,23818.166,0.7
8,332.09824,0.7,23584.262,0.7033
8,389.78763,0.725,23614.299,0.6863
8,451.84872,0.715,23181.62,0.7163
8,334.18347,0.75,23137.766,0.7047
8,142.10649,0.76,23184.863,0.7058
8,284.33105,0.735,23051.514,0.7143
8,367.57745,0.775,23184.002,0.7057
8,387.90396,0.725,23411.219,0.7175
8,310.92587,0.715,23704.984,0.6917
8,397.91968,0.695,23455.326,0.7096
8,218.30928,0.745,23291.97,0.7113
8,600.08563,0.71,23155.814,0.712
8,486.5907,0.72,23313.373,0.7055
8,330.22668,0.705,23160.328,0.6973
8,199.97916,0.76,23047.004,0.7138
8,383.04932,0.705,23146.602,0.7115
8,276.16467,0.73,23151.727,0.7084
8,273.3647,0.75,23469.266,0.7041
8,304.06458,0.795,23378.44,0.7061
8,321.79712,0.66,23248.725,0.7073
8,294.15796,0.725,23008.371,0.725
8,282.47614,0.705,23186.768,0.712
8,226.58954,0.73,23040.889,0.7165
8,271.88168,0.75,22987.01,0.7174
8,435.9423,0.64,23188.732,0.7054
8,239.23022,0.73,23457.172,0.7011
