epoch,training_loss,training_acc,test_loss,test_acc
7,460.51788,0.085,23025.852,0.1
7,460.52512,0.075,23025.85,0.1
7,460.51953,0.09,23025.854,0.1
7,460.51224,0.11,23025.854,0.1
7,460.51248,0.075,23025.854,0.1
7,460.52228,0.13,23025.854,0.1
7,460.51303,0.115,23025.852,0.1
7,460.51508,0.1,23025.852,0.1
7,460.518,0.105,23025.852,0.1
7,460.50854,0.085,23025.854,0.1
7,460.52725,0.08,23025.852,0.1
7,460.511,0.115,23025.854,0.1
7,460.5155,0.12,23025.854,0.1
7,460.5224,0.09,23025.854,0.1
7,460.5075,0.115,23025.854,0.1
7,460.5129,0.125,23025.852,0.1
7,460.5237,0.115,23025.854,0.1
7,460.52017,0.09,23025.854,0.1
7,460.5259,0.095,23025.854,0.1
7,460.53015,0.09,23025.855,0.1
7,460.51886,0.075,23025.85,0.1
7,460.51096,0.09,23025.852,0.1
7,460.52277,0.105,23025.852,0.1
7,460.518,0.09,23025.852,0.1
7,460.5025,0.135,23025.854,0.1
7,460.51587,0.115,23025.855,0.1
7,460.52817,0.095,23025.855,0.1
7,460.52618,0.095,23025.854,0.1
7,460.5102,0.1,23025.854,0.1
7,460.51123,0.085,23025.854,0.1
7,460.5227,0.105,23025.852,0.1
7,460.4997,0.105,23025.85,0.1
7,460.50732,0.115,23025.852,0.1
7,460.53027,0.095,23025.854,0.1
7,460.54538,0.055,23025.852,0.1
7,460.5473,0.06,23025.852,0.1
7,460.53186,0.055,23025.852,0.1
7,460.5246,0.135,23025.85,0.1
7,460.51898,0.09,23025.852,0.1
7,460.51727,0.09,23025.852,0.1
7,460.50967,0.14,23025.85,0.1
7,460.52087,0.125,23025.855,0.1
7,460.52325,0.085,23025.854,0.1
7,460.5218,0.065,23025.854,0.1
7,460.51947,0.095,23025.852,0.1
7,460.52884,0.065,23025.854,0.1
7,460.5126,0.135,23025.854,0.1
7,460.51602,0.13,23025.854,0.1
7,460.5224,0.105,23025.852,0.1
7,460.51654,0.105,23025.852,0.1
7,460.51276,0.135,23025.852,0.1
7,460.5098,0.13,23025.857,0.1
7,460.5163,0.115,23025.854,0.1
7,460.50403,0.125,23025.854,0.1
7,460.53333,0.075,23025.854,0.1
7,460.5255,0.075,23025.852,0.1
7,460.5218,0.075,23025.85,0.1
7,460.50122,0.15,23025.854,0.1
7,460.50885,0.115,23025.854,0.1
7,460.51938,0.095,23025.852,0.1
7,460.52527,0.05,23025.854,0.1
7,460.52072,0.125,23025.852,0.1
7,460.50662,0.12,23025.854,0.1
7,460.52374,0.085,23025.855,0.1
7,460.495,0.15,23025.855,0.1
7,460.50922,0.095,23025.857,0.1
7,460.51355,0.1,23025.854,0.1
7,460.51675,0.095,23025.857,0.1
7,460.5276,0.1,23025.854,0.1
7,460.52402,0.06,23025.854,0.1
7,460.52524,0.09,23025.852,0.1
7,460.51202,0.11,23025.852,0.1
7,460.5183,0.085,23025.855,0.1
7,460.53235,0.075,23025.854,0.1
7,460.52362,0.13,23025.855,0.1
7,460.51788,0.105,23025.855,0.1
7,460.52283,0.075,23025.852,0.1
7,460.5266,0.1,23025.855,0.1
7,460.51898,0.09,23025.854,0.1
7,460.50525,0.095,23025.854,0.1
7,460.53772,0.09,23025.854,0.1
7,460.51947,0.115,23025.852,0.1
7,460.52222,0.095,23025.855,0.1
7,460.52707,0.08,23025.855,0.1
7,460.53012,0.085,23025.854,0.1
7,460.52386,0.08,23025.852,0.1
7,460.523,0.06,23025.852,0.1
7,460.51724,0.085,23025.852,0.1
7,460.52954,0.075,23025.852,0.1
7,460.51874,0.105,23025.852,0.1
7,460.51712,0.09,23025.852,0.1
7,460.51837,0.115,23025.85,0.1
7,460.5191,0.125,23025.855,0.1
7,460.51688,0.105,23025.854,0.1
7,460.51053,0.14,23025.854,0.1
7,460.52533,0.09,23025.854,0.1
7,460.5205,0.105,23025.854,0.1
7,460.5127,0.08,23025.854,0.1
7,460.50278,0.105,23025.852,0.1
7,460.5202,0.1,23025.852,0.1
7,460.52887,0.1,23025.854,0.1
7,460.51495,0.08,23025.854,0.1
7,460.50906,0.125,23025.854,0.1
7,460.51605,0.105,23025.854,0.1
7,460.52423,0.085,23025.854,0.1
7,460.52213,0.075,23025.854,0.1
7,460.52264,0.11,23025.854,0.1
7,460.51978,0.08,23025.852,0.1
7,460.51276,0.12,23025.854,0.1
7,460.50888,0.1,23025.854,0.1
7,460.52643,0.075,23025.855,0.1
7,460.53345,0.08,23025.852,0.1
7,460.51416,0.105,23025.854,0.1
7,460.5059,0.125,23025.857,0.1
7,460.50726,0.1,23025.854,0.1
7,460.52472,0.095,23025.852,0.1
7,460.51215,0.095,23025.854,0.1
7,460.52435,0.05,23025.854,0.1
7,460.51312,0.095,23025.854,0.1
7,460.5031,0.105,23025.855,0.1
7,460.53687,0.06,23025.852,0.1
7,460.52774,0.075,23025.854,0.1
7,460.52002,0.11,23025.855,0.1
7,460.5267,0.08,23025.854,0.1
7,460.53033,0.06,23025.852,0.1
7,460.53036,0.105,23025.852,0.1
7,460.50342,0.09,23025.852,0.1
7,460.51874,0.12,23025.854,0.1
7,460.52536,0.065,23025.857,0.1
7,460.5196,0.09,23025.852,0.1
7,460.5255,0.095,23025.855,0.1
7,460.50873,0.115,23025.855,0.1
7,460.52536,0.105,23025.854,0.1
7,460.53036,0.1,23025.854,0.1
7,460.52545,0.105,23025.85,0.1
7,460.52594,0.095,23025.852,0.1
7,460.51163,0.125,23025.854,0.1
7,460.52734,0.105,23025.852,0.1
7,460.5125,0.1,23025.85,0.1
7,460.5179,0.115,23025.852,0.1
7,460.51443,0.105,23025.852,0.1
7,460.52155,0.1,23025.854,0.1
7,460.52362,0.075,23025.854,0.1
7,460.52783,0.08,23025.85,0.1
7,460.51648,0.095,23025.85,0.1
7,460.52747,0.095,23025.85,0.1
7,460.5249,0.1,23025.852,0.1
7,460.5167,0.09,23025.85,0.1
7,460.51868,0.085,23025.852,0.1
7,460.5186,0.125,23025.852,0.1
7,460.51837,0.105,23025.852,0.1
7,460.51086,0.115,23025.852,0.1
7,460.50723,0.135,23025.85,0.1
7,460.5235,0.1,23025.852,0.1
7,460.52173,0.11,23025.854,0.1
7,460.51917,0.1,23025.85,0.1
7,460.5174,0.085,23025.854,0.1
7,460.51535,0.11,23025.852,0.1
7,460.50546,0.12,23025.854,0.1
7,460.5207,0.08,23025.852,0.1
7,460.52438,0.085,23025.852,0.1
7,460.51434,0.09,23025.852,0.1
7,460.52386,0.09,23025.854,0.1
7,460.50967,0.1,23025.854,0.1
7,460.50635,0.115,23025.855,0.1
7,460.51813,0.095,23025.855,0.1
7,460.51556,0.125,23025.857,0.1
7,460.54578,0.06,23025.85,0.1
7,460.5276,0.08,23025.854,0.1
7,460.52747,0.1,23025.852,0.1
7,460.5281,0.095,23025.852,0.1
7,460.52087,0.08,23025.854,0.1
7,460.50818,0.15,23025.85,0.1
7,460.52753,0.07,23025.852,0.1
7,460.5226,0.085,23025.85,0.1
7,460.51837,0.135,23025.85,0.1
7,460.51288,0.14,23025.852,0.1
7,460.52686,0.095,23025.852,0.1
7,460.52386,0.08,23025.854,0.1
7,460.5208,0.08,23025.85,0.1
7,460.51508,0.115,23025.85,0.1
7,460.51816,0.09,23025.854,0.1
7,460.50897,0.11,23025.854,0.1
7,460.5266,0.095,23025.852,0.1
7,460.51355,0.115,23025.852,0.1
7,460.51794,0.12,23025.852,0.1
7,460.5199,0.085,23025.852,0.1
7,460.51434,0.055,23025.852,0.1
7,460.5241,0.075,23025.852,0.1
7,460.5166,0.085,23025.854,0.1
7,460.52902,0.09,23025.854,0.1
7,460.51855,0.125,23025.85,0.1
7,460.5196,0.085,23025.854,0.1
7,460.51508,0.105,23025.854,0.1
7,460.52054,0.095,23025.854,0.1
7,460.5157,0.06,23025.854,0.1
7,460.5278,0.075,23025.854,0.1
7,460.516,0.13,23025.85,0.1
7,460.5186,0.085,23025.854,0.1
7,460.51855,0.115,23025.85,0.1
7,460.52405,0.07,23025.85,0.1
7,460.51825,0.13,23025.852,0.1
7,460.52692,0.075,23025.852,0.1
7,460.52066,0.075,23025.852,0.1
7,460.5176,0.09,23025.85,0.1
7,460.5173,0.11,23025.852,0.1
7,460.5159,0.11,23025.852,0.1
7,460.51245,0.115,23025.852,0.1
7,460.51477,0.09,23025.854,0.1
7,460.51617,0.095,23025.854,0.1
8,460.51917,0.12,23025.85,0.1
8,460.52182,0.095,23025.854,0.1
8,460.51898,0.095,23025.852,0.1
8,460.51474,0.1,23025.854,0.1
8,460.51855,0.125,23025.852,0.1
8,460.52356,0.08,23025.852,0.1
8,460.51837,0.075,23025.854,0.1
8,460.51898,0.095,23025.852,0.1
8,460.5214,0.075,23025.854,0.1
8,460.51453,0.11,23025.852,0.1
8,460.51453,0.115,23025.852,0.1
8,460.5165,0.09,23025.854,0.1
8,460.514,0.085,23025.855,0.1
8,460.52164,0.105,23025.852,0.1
8,460.53516,0.105,23025.85,0.1
8,460.50964,0.11,23025.852,0.1
8,460.5224,0.09,23025.852,0.1
8,460.5224,0.06,23025.854,0.1
8,460.5157,0.095,23025.854,0.1
8,460.51288,0.145,23025.854,0.1
8,460.51804,0.135,23025.85,0.1
8,460.5141,0.12,23025.852,0.1
8,460.51804,0.065,23025.85,0.1
8,460.51135,0.145,23025.854,0.1
8,460.51257,0.115,23025.854,0.1
8,460.51843,0.095,23025.854,0.1
8,460.52155,0.065,23025.852,0.1
8,460.52075,0.09,23025.852,0.1
8,460.5306,0.085,23025.855,0.1
8,460.51257,0.1,23025.854,0.1
8,460.50632,0.155,23025.852,0.1
8,460.516,0.105,23025.85,0.1
8,460.52203,0.08,23025.852,0.1
8,460.52563,0.095,23025.852,0.1
8,460.508,0.12,23025.852,0.1
8,460.51678,0.13,23025.854,0.1
8,460.542,0.055,23025.854,0.1
8,460.5063,0.13,23025.852,0.1
8,460.5267,0.08,23025.854,0.1
8,460.5088,0.135,23025.852,0.1
8,460.53156,0.06,23025.854,0.1
8,460.5209,0.05,23025.854,0.1
8,460.51044,0.11,23025.855,0.1
8,460.5207,0.08,23025.852,0.1
8,460.52847,0.07,23025.854,0.1
8,460.51697,0.105,23025.854,0.1
8,460.52057,0.095,23025.85,0.1
8,460.5207,0.07,23025.852,0.1
8,460.51746,0.085,23025.852,0.1
8,460.52698,0.1,23025.852,0.1
8,460.51395,0.08,23025.854,0.1
8,460.5192,0.105,23025.852,0.1
8,460.51474,0.085,23025.852,0.1
8,460.51672,0.105,23025.855,0.1
8,460.5221,0.095,23025.852,0.1
8,460.51498,0.095,23025.852,0.1
8,460.51172,0.11,23025.852,0.1
8,460.52484,0.095,23025.852,0.1
8,460.51733,0.105,23025.854,0.1
8,460.51202,0.12,23025.852,0.1
8,460.5174,0.065,23025.852,0.1
8,460.5235,0.11,23025.854,0.1
8,460.52496,0.075,23025.85,0.1
8,460.51462,0.075,23025.854,0.1
8,460.51797,0.08,23025.852,0.1
8,460.51172,0.155,23025.855,0.1
8,460.53412,0.12,23025.855,0.1
8,460.51678,0.09,23025.855,0.1
8,460.50946,0.085,23025.854,0.1
8,460.51538,0.075,23025.854,0.1
8,460.5069,0.105,23025.854,0.1
8,460.5321,0.095,23025.854,0.1
8,460.51172,0.1,23025.85,0.1
8,460.53622,0.095,23025.852,0.1
8,460.52588,0.11,23025.854,0.1
8,460.52768,0.105,23025.85,0.1
8,460.5139,0.105,23025.854,0.1
8,460.51837,0.115,23025.852,0.1
8,460.5147,0.11,23025.852,0.1
8,460.5222,0.09,23025.852,0.1
8,460.5206,0.075,23025.854,0.1
8,460.51904,0.095,23025.852,0.1
8,460.51297,0.1,23025.852,0.1
8,460.5121,0.115,23025.852,0.1
8,460.52728,0.095,23025.854,0.1
8,460.52527,0.09,23025.854,0.1
8,460.53,0.07,23025.854,0.1
8,460.52313,0.11,23025.852,0.1
8,460.51996,0.1,23025.852,0.1
8,460.51648,0.09,23025.852,0.1
8,460.5183,0.085,23025.852,0.1
8,460.5248,0.105,23025.85,0.1
8,460.51953,0.09,23025.854,0.1
8,460.5122,0.11,23025.852,0.1
8,460.51315,0.075,23025.85,0.1
8,460.52213,0.075,23025.85,0.1
8,460.51337,0.115,23025.85,0.1
8,460.515,0.1,23025.852,0.1
8,460.51807,0.11,23025.85,0.1
8,460.50903,0.085,23025.855,0.1
8,460.5271,0.08,23025.852,0.1
8,460.51114,0.115,23025.852,0.1
8,460.51556,0.12,23025.852,0.1
8,460.52206,0.09,23025.854,0.1
8,460.50815,0.115,23025.852,0.1
8,460.51337,0.125,23025.854,0.1
8,460.52377,0.115,23025.854,0.1
8,460.52002,0.09,23025.854,0.1
8,460.52563,0.095,23025.85,0.1
8,460.5299,0.09,23025.85,0.1
8,460.5185,0.075,23025.854,0.1
8,460.51093,0.09,23025.852,0.1
8,460.52255,0.105,23025.854,0.1
8,460.51788,0.09,23025.854,0.1
8,460.50342,0.135,23025.854,0.1
8,460.51624,0.115,23025.855,0.1
8,460.52795,0.095,23025.85,0.1
8,460.52597,0.095,23025.852,0.1
8,460.51038,0.1,23025.854,0.1
8,460.51154,0.085,23025.854,0.1
8,460.5229,0.105,23025.852,0.1
8,460.50006,0.105,23025.852,0.1
8,460.5072,0.115,23025.852,0.1
8,460.53003,0.095,23025.852,0.1
8,460.5443,0.055,23025.854,0.1
8,460.54614,0.06,23025.854,0.1
8,460.53137,0.055,23025.854,0.1
8,460.52463,0.135,23025.852,0.1
8,460.5189,0.09,23025.852,0.1
8,460.51685,0.09,23025.854,0.1
8,460.51007,0.14,23025.852,0.1
8,460.5209,0.125,23025.854,0.1
8,460.52344,0.085,23025.852,0.1
8,460.52167,0.065,23025.852,0.1
8,460.5194,0.095,23025.852,0.1
8,460.52838,0.065,23025.85,0.1
8,460.513,0.135,23025.852,0.1
8,460.51654,0.13,23025.854,0.1
8,460.5224,0.105,23025.85,0.1
8,460.5169,0.105,23025.852,0.1
8,460.51355,0.135,23025.85,0.1
8,460.51044,0.13,23025.852,0.1
8,460.51636,0.115,23025.852,0.1
8,460.5047,0.125,23025.854,0.1
8,460.5327,0.075,23025.85,0.1
8,460.52515,0.075,23025.854,0.1
8,460.5217,0.075,23025.852,0.1
8,460.50192,0.15,23025.854,0.1
8,460.5091,0.115,23025.854,0.1
8,460.51904,0.095,23025.85,0.1
8,460.5251,0.05,23025.854,0.1
8,460.52063,0.125,23025.852,0.1
8,460.50708,0.12,23025.852,0.1
8,460.5237,0.085,23025.854,0.1
8,460.4959,0.15,23025.852,0.1
8,460.5095,0.095,23025.852,0.1
8,460.51364,0.1,23025.855,0.1
8,460.51672,0.095,23025.855,0.1
8,460.52744,0.1,23025.854,0.1
8,460.52344,0.06,23025.854,0.1
8,460.5246,0.09,23025.854,0.1
8,460.5124,0.11,23025.854,0.1
8,460.51852,0.085,23025.855,0.1
8,460.53204,0.075,23025.852,0.1
8,460.5236,0.065,23025.852,0.1
8,460.518,0.105,23025.854,0.1
8,460.52267,0.075,23025.852,0.1
8,460.52625,0.1,23025.854,0.1
8,460.51898,0.09,23025.855,0.1
8,460.5055,0.095,23025.854,0.1
8,460.5371,0.085,23025.854,0.1
8,460.51947,0.115,23025.854,0.1
8,460.52234,0.095,23025.852,0.1
8,460.52667,0.085,23025.855,0.1
8,460.5298,0.085,23025.855,0.1
8,460.52405,0.08,23025.852,0.1
8,460.5221,0.06,23025.852,0.1
8,460.51752,0.085,23025.852,0.1
8,460.5288,0.095,23025.854,0.1
8,460.51874,0.105,23025.854,0.1
8,460.51727,0.09,23025.852,0.1
8,460.5184,0.095,23025.852,0.1
8,460.51917,0.125,23025.852,0.1
8,460.51685,0.105,23025.852,0.1
8,460.511,0.14,23025.855,0.1
8,460.52515,0.09,23025.854,0.1
8,460.52032,0.105,23025.855,0.1
8,460.51254,0.08,23025.852,0.1
8,460.5035,0.105,23025.852,0.1
8,460.51996,0.1,23025.852,0.1
8,460.52875,0.1,23025.852,0.1
8,460.51474,0.08,23025.852,0.1
8,460.50958,0.125,23025.852,0.1
8,460.51642,0.105,23025.855,0.1
8,460.524,0.085,23025.852,0.1
8,460.52203,0.075,23025.854,0.1
8,460.52295,0.11,23025.854,0.1
8,460.51974,0.08,23025.854,0.1
8,460.51306,0.12,23025.852,0.1
8,460.5086,0.1,23025.857,0.1
8,460.52576,0.075,23025.854,0.1
8,460.5329,0.08,23025.854,0.1
8,460.51373,0.105,23025.855,0.1
8,460.5064,0.125,23025.852,0.1
8,460.50677,0.1,23025.852,0.1
8,460.5247,0.095,23025.852,0.1
8,460.51294,0.095,23025.854,0.1
8,460.5234,0.095,23025.855,0.1
8,460.5132,0.095,23025.855,0.1
8,460.50275,0.105,23025.854,0.1
8,460.53668,0.06,23025.854,0.1
8,460.5274,0.075,23025.852,0.1
8,460.5193,0.11,23025.854,0.1
8,460.52753,0.08,23025.855,0.1
8,460.53052,0.1,23025.854,0.1
8,460.52997,0.105,23025.852,0.1
8,460.5034,0.09,23025.854,0.1
8,460.5189,0.12,23025.852,0.1
8,460.52496,0.065,23025.854,0.1
8,460.51898,0.09,23025.852,0.1
8,460.5257,0.095,23025.855,0.1
8,460.50897,0.09,23025.852,0.1
8,460.5257,0.105,23025.854,0.1
8,460.53058,0.1,23025.855,0.1
8,460.52527,0.105,23025.852,0.1
8,460.52594,0.095,23025.855,0.1
8,460.51193,0.125,23025.854,0.1
8,460.52783,0.105,23025.85,0.1
8,460.5124,0.1,23025.854,0.1
8,460.5182,0.115,23025.854,0.1
8,460.51498,0.105,23025.85,0.1
8,460.52148,0.1,23025.852,0.1
8,460.52332,0.075,23025.854,0.1
8,460.5277,0.08,23025.852,0.1
8,460.51672,0.095,23025.852,0.1
8,460.52765,0.095,23025.852,0.1
8,460.5241,0.1,23025.848,0.1
8,460.51666,0.09,23025.85,0.1
8,460.518,0.085,23025.854,0.1
8,460.51852,0.125,23025.854,0.1
8,460.51837,0.105,23025.852,0.1
8,460.5108,0.115,23025.852,0.1
8,460.5074,0.135,23025.852,0.1
8,460.52292,0.1,23025.852,0.1
8,460.52155,0.11,23025.852,0.1
8,460.51917,0.1,23025.852,0.1
8,460.51776,0.085,23025.854,0.1
8,460.51532,0.11,23025.855,0.1
8,460.50507,0.12,23025.854,0.1
8,460.521,0.08,23025.852,0.1
8,460.52423,0.085,23025.854,0.1
8,460.51392,0.09,23025.85,0.1
8,460.52356,0.09,23025.854,0.1
8,460.51062,0.1,23025.852,0.1
8,460.50702,0.115,23025.85,0.1
8,460.5178,0.09,23025.852,0.1
8,460.5152,0.125,23025.854,0.1
8,460.54572,0.06,23025.854,0.1
8,460.52716,0.08,23025.854,0.1
8,460.52698,0.1,23025.85,0.1
8,460.5281,0.095,23025.852,0.1
8,460.52106,0.08,23025.852,0.1
8,460.5085,0.15,23025.85,0.1
8,460.5275,0.07,23025.85,0.1
8,460.5228,0.085,23025.854,0.1
8,460.5182,0.135,23025.852,0.1
8,460.51367,0.14,23025.85,0.1
8,460.5272,0.095,23025.852,0.1
8,460.5241,0.08,23025.852,0.1
8,460.52045,0.08,23025.852,0.1
8,460.51477,0.115,23025.85,0.1
8,460.5174,0.09,23025.85,0.1
8,460.50885,0.11,23025.855,0.1
8,460.52686,0.095,23025.85,0.1
8,460.51343,0.115,23025.852,0.1
8,460.51782,0.12,23025.852,0.1
8,460.519,0.085,23025.854,0.1
8,460.5135,0.055,23025.852,0.1
8,460.5238,0.075,23025.852,0.1
8,460.51636,0.115,23025.852,0.1
8,460.5296,0.09,23025.854,0.1
8,460.51877,0.125,23025.854,0.1
8,460.51978,0.085,23025.854,0.1
8,460.5146,0.105,23025.854,0.1
8,460.52084,0.095,23025.854,0.1
8,460.51562,0.06,23025.852,0.1
8,460.52777,0.075,23025.852,0.1
8,460.5155,0.13,23025.85,0.1
8,460.51886,0.085,23025.852,0.1
8,460.51813,0.115,23025.852,0.1
8,460.52405,0.07,23025.852,0.1
8,460.51837,0.13,23025.854,0.1
8,460.52728,0.075,23025.852,0.1
8,460.52032,0.075,23025.85,0.1
8,460.51743,0.09,23025.852,0.1
8,460.51688,0.11,23025.848,0.1
8,460.51578,0.11,23025.852,0.1
8,460.51205,0.115,23025.852,0.1
8,460.51434,0.09,23025.85,0.1
8,460.51593,0.095,23025.854,0.1
9,460.51926,0.12,23025.852,0.1
9,460.52213,0.095,23025.852,0.1
9,460.51898,0.095,23025.85,0.1
9,460.51453,0.1,23025.852,0.1
9,460.51877,0.125,23025.852,0.1
9,460.5238,0.08,23025.852,0.1
9,460.51813,0.075,23025.852,0.1
9,460.51923,0.095,23025.852,0.1
9,460.5216,0.075,23025.852,0.1
9,460.51447,0.11,23025.852,0.1
9,460.5143,0.115,23025.848,0.1
9,460.51675,0.09,23025.85,0.1
9,460.51358,0.085,23025.855,0.1
9,460.52197,0.105,23025.854,0.1
9,460.536,0.105,23025.852,0.1
9,460.5094,0.11,23025.85,0.1
9,460.523,0.09,23025.855,0.1
9,460.52277,0.06,23025.854,0.1
9,460.51544,0.095,23025.852,0.1
9,460.51306,0.145,23025.85,0.1
9,460.5188,0.135,23025.854,0.1
9,460.514,0.12,23025.854,0.1
9,460.51764,0.065,23025.852,0.1
9,460.51147,0.145,23025.852,0.1
9,460.51257,0.115,23025.854,0.1
9,460.51855,0.095,23025.854,0.1
9,460.52106,0.065,23025.852,0.1
9,460.5206,0.09,23025.852,0.1
9,460.53113,0.085,23025.855,0.1
9,460.51242,0.1,23025.852,0.1
9,460.5067,0.155,23025.854,0.1
9,460.51596,0.105,23025.854,0.1
9,460.52185,0.08,23025.854,0.1
9,460.52573,0.095,23025.854,0.1
9,460.50827,0.12,23025.852,0.1
9,460.51743,0.13,23025.852,0.1
9,460.5423,0.055,23025.852,0.1
9,460.50647,0.13,23025.854,0.1
9,460.52667,0.08,23025.854,0.1
9,460.50916,0.135,23025.85,0.1
9,460.5317,0.06,23025.854,0.1
9,460.52087,0.05,23025.852,0.1
9,460.5102,0.11,23025.852,0.1
9,460.52042,0.08,23025.852,0.1
9,460.52863,0.07,23025.854,0.1
9,460.517,0.1,23025.854,0.1
9,460.52026,0.095,23025.85,0.1
9,460.52063,0.07,23025.85,0.1
9,460.51764,0.085,23025.852,0.1
9,460.52744,0.1,23025.852,0.1
9,460.51468,0.08,23025.85,0.1
9,460.51895,0.105,23025.852,0.1
9,460.5147,0.085,23025.854,0.1
9,460.51703,0.105,23025.852,0.1
9,460.52182,0.095,23025.855,0.1
9,460.51514,0.095,23025.854,0.1
9,460.5119,0.11,23025.852,0.1
9,460.52496,0.095,23025.852,0.1
9,460.517,0.105,23025.85,0.1
9,460.5122,0.12,23025.852,0.1
9,460.51746,0.065,23025.854,0.1
9,460.52307,0.11,23025.854,0.1
9,460.5249,0.075,23025.852,0.1
9,460.51465,0.075,23025.854,0.1
9,460.518,0.08,23025.855,0.1
9,460.5121,0.155,23025.852,0.1
9,460.53436,0.12,23025.854,0.1
9,460.51678,0.09,23025.852,0.1
9,460.5097,0.085,23025.852,0.1
9,460.51508,0.075,23025.854,0.1
9,460.50732,0.105,23025.855,0.1
9,460.53177,0.095,23025.852,0.1
9,460.5117,0.1,23025.854,0.1
9,460.5356,0.095,23025.852,0.1
9,460.52573,0.11,23025.85,0.1
9,460.52728,0.105,23025.854,0.1
9,460.51422,0.105,23025.854,0.1
9,460.51862,0.115,23025.854,0.1
9,460.51468,0.11,23025.854,0.1
9,460.52252,0.09,23025.852,0.1
9,460.521,0.075,23025.852,0.1
9,460.51968,0.095,23025.852,0.1
9,460.51288,0.1,23025.852,0.1
9,460.51224,0.115,23025.854,0.1
9,460.52695,0.095,23025.852,0.1
9,460.5254,0.09,23025.854,0.1
9,460.5299,0.07,23025.85,0.1
9,460.52258,0.11,23025.854,0.1
9,460.52002,0.1,23025.852,0.1
9,460.51678,0.09,23025.85,0.1
9,460.51865,0.085,23025.852,0.1
9,460.52448,0.105,23025.852,0.1
9,460.5196,0.09,23025.852,0.1
9,460.51215,0.11,23025.852,0.1
9,460.51367,0.075,23025.852,0.1
9,460.52203,0.105,23025.852,0.1
9,460.51367,0.115,23025.854,0.1
9,460.515,0.1,23025.852,0.1
9,460.51813,0.11,23025.852,0.1
9,460.5095,0.085,23025.852,0.1
9,460.52698,0.08,23025.854,0.1
9,460.51126,0.115,23025.852,0.1
9,460.51566,0.12,23025.85,0.1
9,460.5218,0.09,23025.854,0.1
9,460.50867,0.115,23025.854,0.1
9,460.51376,0.125,23025.854,0.1
9,460.5238,0.115,23025.852,0.1
9,460.51996,0.09,23025.852,0.1
9,460.52542,0.095,23025.852,0.1
9,460.52966,0.09,23025.852,0.1
9,460.51816,0.075,23025.854,0.1
9,460.51086,0.09,23025.85,0.1
9,460.5224,0.105,23025.85,0.1
9,460.51776,0.09,23025.854,0.1
9,460.5042,0.135,23025.855,0.1
9,460.51648,0.115,23025.854,0.1
9,460.52777,0.095,23025.852,0.1
9,460.52582,0.095,23025.852,0.1
9,460.51053,0.1,23025.852,0.1
9,460.51178,0.085,23025.854,0.1
9,460.52307,0.105,23025.852,0.1
9,460.5004,0.105,23025.854,0.1
9,460.50708,0.115,23025.854,0.1
9,460.5298,0.095,23025.854,0.1
9,460.5434,0.055,23025.854,0.1
9,460.54514,0.06,23025.852,0.1
9,460.53094,0.055,23025.852,0.1
9,460.52472,0.075,23025.852,0.1
9,460.5188,0.09,23025.85,0.1
9,460.5165,0.09,23025.852,0.1
9,460.51044,0.14,23025.852,0.1
9,460.5209,0.125,23025.852,0.1
9,460.52365,0.085,23025.852,0.1
9,460.52155,0.065,23025.854,0.1
9,460.51938,0.095,23025.852,0.1
9,460.52808,0.065,23025.852,0.1
9,460.5133,0.135,23025.854,0.1
9,460.51697,0.13,23025.85,0.1
9,460.52234,0.105,23025.852,0.1
9,460.5172,0.105,23025.852,0.1
9,460.51428,0.135,23025.852,0.1
9,460.511,0.13,23025.855,0.1
9,460.51645,0.115,23025.854,0.1
9,460.5053,0.125,23025.85,0.1
9,460.53223,0.075,23025.855,0.1
9,460.5249,0.075,23025.854,0.1
9,460.52173,0.075,23025.854,0.1
9,460.50247,0.15,23025.85,0.1
9,460.50928,0.115,23025.852,0.1
9,460.51874,0.095,23025.852,0.1
9,460.525,0.05,23025.854,0.1
9,460.52057,0.125,23025.854,0.1
9,460.50748,0.12,23025.854,0.1
9,460.52365,0.085,23025.854,0.1
9,460.49664,0.15,23025.854,0.1
9,460.50977,0.095,23025.854,0.1
9,460.51373,0.1,23025.852,0.1
9,460.51666,0.095,23025.855,0.1
9,460.5273,0.1,23025.854,0.1
9,460.52292,0.06,23025.854,0.1
9,460.52408,0.09,23025.852,0.1
9,460.51263,0.11,23025.854,0.1
9,460.51865,0.085,23025.854,0.1
9,460.5318,0.075,23025.852,0.1
9,460.52362,0.065,23025.854,0.1
9,460.51807,0.105,23025.855,0.1
9,460.52255,0.075,23025.854,0.1
9,460.52594,0.1,23025.852,0.1
9,460.51892,0.09,23025.854,0.1
9,460.5056,0.095,23025.852,0.1
9,460.53662,0.085,23025.852,0.1
9,460.51947,0.085,23025.852,0.1
9,460.5224,0.095,23025.852,0.1
9,460.52634,0.085,23025.854,0.1
9,460.52948,0.085,23025.852,0.1
9,460.52414,0.08,23025.852,0.1
9,460.52133,0.06,23025.854,0.1
9,460.51782,0.085,23025.854,0.1
9,460.52823,0.095,23025.852,0.1
9,460.51883,0.105,23025.852,0.1
9,460.51736,0.09,23025.854,0.1
9,460.51843,0.095,23025.854,0.1
9,460.51923,0.125,23025.854,0.1
9,460.51685,0.105,23025.854,0.1
9,460.51132,0.14,23025.854,0.1
9,460.52493,0.09,23025.854,0.1
9,460.5202,0.105,23025.85,0.1
9,460.51245,0.08,23025.852,0.1
9,460.5041,0.105,23025.855,0.1
9,460.51978,0.1,23025.852,0.1
